,Filename,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15,UMAP_16,UMAP_17,UMAP_18,cluster
85,69-MFCC.csv,7.9427667,6.0892878,7.0661144,6.654595,7.8971806,2.2922873,5.8691835,5.8885446,3.504779,6.341049,4.231433,5.5565195,2.8471954,2.0813406,3.1438982,2.4429932,5.1569643,4.00064,1
86,70-MFCC.csv,8.335285,6.281727,7.0620704,6.854356,7.775165,2.1156456,5.707985,5.340024,3.4337218,6.5642395,4.579889,6.081981,3.158725,1.7653698,2.7580824,2.640591,5.2419453,4.208462,1
87,71-MFCC.csv,8.082247,5.2761583,6.816875,6.8837824,7.382191,2.1444128,6.2393465,5.883586,4.1126037,6.14897,4.056588,5.8967457,2.5141048,2.0276136,2.985363,2.2888815,5.1121106,4.4350104,3
88,72-MFCC.csv,8.698276,6.2946715,6.482458,7.018789,7.274462,2.7694385,5.963616,5.051539,4.2581887,6.8527765,4.662277,6.1825514,2.873329,1.3698505,2.192248,3.0492048,5.0997334,4.478453,4
89,73-MFCC.csv,8.425065,6.202962,7.0277596,6.9161634,7.6164274,2.2100978,5.887326,5.1818757,3.4311075,6.461074,4.668765,6.2532673,3.1715395,1.7829303,2.5350795,2.7339926,5.3094454,4.284822,1
90,74-MFCC.csv,8.252019,6.5854034,7.1441627,6.6912313,8.055839,2.3626769,5.678392,5.533494,3.4178455,6.620187,4.513891,5.8368993,3.056054,1.8059051,2.8972645,2.613936,5.2251883,4.049682,1
91,75-MFCC.csv,7.5186973,5.209512,6.3436117,7.224951,7.2401733,1.6761498,5.744625,6.7514887,3.703996,5.948473,3.8322058,4.193304,2.5886514,3.3443651,4.607056,2.029671,5.0857115,4.251285,0
92,76-MFCC.csv,8.367331,6.495709,7.018991,6.812864,7.883385,2.4635422,5.8723826,5.4108515,3.5525455,6.6420627,4.729642,5.9355564,3.0926733,1.6046785,2.641581,2.6690574,5.575536,4.1993275,1
93,77-MFCC.csv,8.703523,6.425309,6.4392724,6.9983754,7.2080474,2.7947543,5.8583803,4.9111342,4.0644183,6.922216,4.7339983,6.269318,2.950099,1.4179504,2.1118953,3.3059494,4.8927145,4.400948,4
94,78-MFCC.csv,7.9463363,6.4175944,7.242837,6.5278416,8.197064,2.3936954,5.7948895,5.88213,3.415088,6.4489927,4.356582,5.4877024,2.9254057,1.9264331,3.1173182,2.3910828,5.3228335,3.933591,1
95,79-MFCC.csv,8.752093,6.3108306,6.589259,7.1407995,7.3652415,2.3485014,5.763443,5.0833488,4.1064067,6.799921,4.5796585,6.231119,3.087507,1.4942943,2.4963236,3.1333866,4.928722,4.4898653,4
96,80-MFCC.csv,8.448016,4.7737947,6.209096,7.702499,7.085376,1.1657887,5.741788,6.427723,4.6473417,6.1002965,3.873645,5.0970006,2.7302606,2.57322,4.1628656,2.5631783,5.0701323,4.892187,2
97,81-MFCC.csv,7.692953,4.9963493,6.189795,7.2678056,7.3697543,1.456886,5.5472884,6.8094225,3.6659586,6.0577965,3.6407318,4.2249975,2.7191007,3.1423159,4.551521,2.2013357,5.1460276,4.155145,0
98,82-MFCC.csv,8.429121,4.9723415,6.228752,7.6049933,7.1333356,1.3842378,5.7894945,6.279712,4.567323,6.1466007,3.964935,5.207109,2.79761,2.3888307,3.881082,2.5265868,5.0941114,4.781748,2
99,83-MFCC.csv,8.191732,4.591095,6.1771045,7.727064,7.1903133,0.9238354,5.7354794,6.6190863,4.441399,6.2414255,3.5480921,4.5501437,2.7432215,2.8340695,4.5749598,2.4104984,5.1192045,4.7198853,2
100,84-MFCC.csv,8.401274,4.2317405,5.9130144,7.940681,6.850774,0.68898445,5.540483,6.9157968,4.7513185,5.9340825,3.6705313,4.640524,2.577615,3.0427449,4.8415585,2.5192955,5.071704,4.987678,2
101,85-MFCC.csv,8.560512,6.176868,6.5352135,6.753697,7.096136,2.90162,6.1137433,5.2167964,4.1529098,6.8212137,4.537966,6.3530707,2.6727915,1.4844127,2.11762,3.1693883,4.907686,4.2860365,4
102,86-MFCC.csv,7.984296,6.232414,7.1338277,6.674214,8.029596,2.2747543,5.799917,5.9187346,3.519237,6.464706,4.2933183,5.4691453,2.9147012,1.9776701,3.2030466,2.4635754,5.2362585,4.0117335,1
103,87-MFCC.csv,7.6992846,5.3096333,6.370097,7.0841274,7.379884,1.7677953,5.7669897,6.6620727,3.711349,5.9985733,3.8816557,4.3836527,2.5556126,3.1986651,4.483918,2.0096126,5.1736364,4.1786203,0
104,88-MFCC.csv,7.9379325,5.504664,6.9718757,6.6102552,7.5916286,2.4721835,6.294922,5.8703218,4.027623,6.0920267,4.0186,5.8671236,2.3476462,2.0191455,2.8615558,2.224605,4.968362,4.2240577,3
105,89-MFCC.csv,8.331105,6.420977,6.9950657,6.782677,7.894945,2.4574187,5.848723,5.479161,3.5678892,6.586205,4.686211,5.8601093,3.031148,1.6577497,2.7224095,2.5783634,5.556087,4.1932335,1
106,90-MFCC.csv,7.697952,5.1759777,6.2314954,7.1629786,7.391518,1.6550092,5.6098332,6.8245244,3.6126413,6.0659585,3.7613099,4.232282,2.5750794,3.2683785,4.5841537,2.0679457,5.2505417,4.1483665,0
107,91-MFCC.csv,8.647309,6.1859207,6.5034733,6.8648734,7.0817204,2.632579,5.9273667,5.0598145,4.154755,6.833017,4.6184883,6.316495,2.9576988,1.3456434,2.1986613,3.094035,5.0620008,4.4093466,4
108,92-MFCC.csv,8.111354,5.11138,6.5363536,7.247773,7.299118,1.751108,5.9944425,6.236406,4.2850695,6.2016177,3.8361363,5.2712874,2.5737846,2.4016767,3.684987,2.4358857,5.001169,4.5222263,5
109,93-MFCC.csv,8.339618,4.1856995,5.9018817,7.953876,6.9056077,0.6989719,5.638774,6.968083,4.8233,5.905591,3.6428552,4.6213384,2.553357,2.9906034,4.753127,2.4097176,5.1418304,5.005041,2
110,94-MFCC.csv,8.355103,5.5171676,6.637569,7.243161,7.4163346,1.834681,5.886389,5.7530403,4.0298014,6.3163056,4.3331614,5.650559,2.9707096,2.0104585,3.205106,2.4854822,5.3840203,4.5749674,5
111,95-MFCC.csv,7.584331,5.15799,6.367899,7.1918354,7.283047,1.6241256,5.755474,6.6857843,3.7129471,5.8662663,3.885649,4.265651,2.6468842,3.2847426,4.5442243,2.0345387,5.065412,4.204673,0
112,96-MFCC.csv,8.547828,4.480792,5.9060626,7.929749,6.8040576,0.7953083,5.5154076,6.773961,4.743412,5.8425355,3.81818,4.749078,2.7893543,2.9843764,4.7576737,2.508976,5.0726466,4.932004,2
113,97-MFCC.csv,8.408062,4.351338,5.887741,7.9881744,7.0154676,0.6733083,5.6858177,6.7912016,4.833042,6.0482254,3.5976994,4.583817,2.770264,2.842369,4.6946006,2.3582344,5.0681167,4.9076777,2
114,98-MFCC.csv,8.035967,5.9213753,7.0617657,6.842874,7.8951244,2.1378973,5.9098353,5.9580674,3.8249483,6.387515,4.1650467,5.5342236,2.8436036,1.944052,3.2155378,2.450631,5.1485567,4.197207,1
115,99-MFCC.csv,8.506028,6.534769,6.7497687,6.7312937,7.164755,3.0312276,6.237498,5.185984,3.7678854,6.8876967,4.679586,6.3672276,2.8813977,1.6151823,2.022901,3.2524574,5.051222,4.148632,4
